#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,Important_DOM,Important_Org
7073,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7073,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.984044,135878,79.9274,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,508.303,specs_ms.mgf,CCMSLIB00005463848,1020000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7097,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7097,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.924505,81433.1,47.9014,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,540.329,specs_ms.mgf,CCMSLIB00005463848,346629,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7120,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7120,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.976867,37329.8,21.9585,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,4,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,566.271,specs_ms.mgf,CCMSLIB00005463848,485832,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7143,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7143,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.976322,6618.17,3.89301,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,584.337,specs_ms.mgf,CCMSLIB00005463848,763216,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7145,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7145,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.951758,3426.18,2.01538,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,586.215,specs_ms.mgf,CCMSLIB00005463848,1100000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7149,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7149,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,1,3.63162,0.00213623,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,20,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,588.232,specs_ms.mgf,CCMSLIB00005463848,6290000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7152,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7152,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.969414,6963.48,4.09613,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,8,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,592.326,specs_ms.mgf,CCMSLIB00005463848,1980000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7157,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7157,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.93296,10097,5.93933,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,594.169,specs_ms.mgf,CCMSLIB00005463848,824254,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7165,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7165,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.950101,34151.2,20.0887,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,608.319,specs_ms.mgf,CCMSLIB00005463848,2720000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7166,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7166,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.958231,34151.5,20.0889,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,4,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,608.319,specs_ms.mgf,CCMSLIB00005463848,388548,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7168,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7168,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.979246,37503.9,22.0609,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,4,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,610.291,specs_ms.mgf,CCMSLIB00005463848,958379,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7171,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7171,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.980887,51187.5,30.11,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,8,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,618.34,specs_ms.mgf,CCMSLIB00005463848,5350000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7177,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7177,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.96648,74724.2,43.955,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,5,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,632.185,specs_ms.mgf,CCMSLIB00005463848,1540000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7178,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7178,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.987132,85027.6,50.0158,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,638.246,specs_ms.mgf,CCMSLIB00005463848,1860000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8497,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8497,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.975437,54275,31.9262,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,556.304,specs_ms.mgf,CCMSLIB00005463848,1970000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8512,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8512,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.975851,6961.62,4.09503,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,8,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,592.325,specs_ms.mgf,CCMSLIB00005463848,1970000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8529,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8529,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.972288,40800.3,23.9999,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,5,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,612.23,specs_ms.mgf,CCMSLIB00005463848,1470000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8769,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8769,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.986554,6723.69,3.95508,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,584.275,specs_ms.mgf,CCMSLIB00005463848,2960000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8771,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8771,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.926955,6961.72,4.09509,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,592.325,specs_ms.mgf,CCMSLIB00005463848,308888,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8780,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8780,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.984801,85003.4,50.0015,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,9,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,638.232,specs_ms.mgf,CCMSLIB00005463848,17900000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8919,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf8919,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.984044,135880,79.929,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,7,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,508.301,specs_ms.mgf,CCMSLIB00005463848,1020000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9142,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9142,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.985531,37503.9,22.0609,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,8,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,610.291,specs_ms.mgf,CCMSLIB00005463848,3210000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9166,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9166,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.979998,3533.47,2.07849,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,590.308,specs_ms.mgf,CCMSLIB00005463848,1280000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9416,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9416,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.974883,6619.83,3.89398,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,584.336,specs_ms.mgf,CCMSLIB00005463848,1030000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9679,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9679,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.973414,3298.03,1.94,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,586.29,specs_ms.mgf,CCMSLIB00005463848,1510000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9681,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9681,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.972705,6961.72,4.09509,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,8,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,592.325,specs_ms.mgf,CCMSLIB00005463848,1130000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9781,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9781,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.972885,163199,95.9984,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,492.232,specs_ms.mgf,CCMSLIB00005463848,1140000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9791,M+H,,1,Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9791,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,588.23,lib-00013.mgf,Bronze,3,0.979783,3299.18,1.94067,1,GNPS-LIBRARY,Dorrestein/Boecker,588.23,,0,6,OC[C@@H](OC(CCCC(O)CCCCCC/C=C\CCCBr)=O)COP([O-])(OCC[N+](C)(C)C)=O,1,586.289,specs_ms.mgf,CCMSLIB00005463848,1020000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7181,M+H,,1,Brominated Phosphatidylcholine mz 2+ C24H47BrNO8 - putative,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf7181,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,590.228,lib-00013.mgf,Bronze,3,0.988056,84738.8,50.0152,1,GNPS-LIBRARY,Dorrestein/Boecker,590.228,,0,10,OC[C@@H](OC(C#CC#CC#CC#CC#CC#CC#CC)=O)COP([O-])(OCC[N+](C)(C)C)=O.OBr.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],1,640.243,specs_ms.mgf,CCMSLIB00005463849,3810000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9788,M+H,,1,Brominated Phosphatidylcholine mz 2+ C24H47BrNO8 - putative,Crude,Marcus Ludwig,0,spectra/specs_ms.mgf9788,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",,Orbitrap,Positive,LC-ESI,590.228,lib-00013.mgf,Bronze,3,0.976435,98140.4,57.9252,1,GNPS-LIBRARY,Dorrestein/Boecker,590.228,,0,8,OC[C@@H](OC(C#CC#CC#CC#CC#CC#CC#CC)=O)COP([O-])(OCC[N+](C)(C)C)=O.OBr.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],1,532.303,specs_ms.mgf,CCMSLIB00005463849,376101,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
