microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Carboximidic.acids.and.derivatives,-0.07459356729144777,-0.21157190436136128,0.8377314740607166,8,-0.6726291201248619,0.5823850722176804,Pearson's product-moment correlation,two.sided,0.8905128223153027
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Carboximidic.acids.and.derivatives,0.3705047731178638,1.1282421066783381,0.29191421643285637,8,-0.3379608919086943,0.8109524510086297,Pearson's product-moment correlation,two.sided,0.42710864008481314
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Carboximidic.acids.and.derivatives,0.3502755395156549,1.0577401637441817,0.3210644995277753,8,-0.3583913551488717,0.8028411019762957,Pearson's product-moment correlation,two.sided,0.45675968423385394
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Carboximidic.acids.and.derivatives,-0.46005848007630695,-1.465546308586766,0.1809391063467087,8,-0.8449363587416235,0.23871525536800545,Pearson's product-moment correlation,two.sided,0.3207556885237109
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Carboximidic.acids.and.derivatives,-0.8292294580924429,-4.196421889328429,0.003011202178372576,8,-0.9584464075345102,-0.4176712924911419,Pearson's product-moment correlation,two.sided,0.029614518815125074
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylamines,0.6846094486548918,2.6565251202443307,0.028961150229923283,8,0.09663936381094072,0.9183728596184317,Pearson's product-moment correlation,two.sided,0.12575873215504393
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Dialkylamines,0.1974047586531011,0.5695525898258673,0.5846148438636837,8,-0.4935676739697741,0.7356021629808567,Pearson's product-moment correlation,two.sided,0.698942271046328
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Dialkylamines,0.012189967791411342,0.03448099750352589,0.9733384074794964,8,-0.6222118861781851,0.6369277683731142,Pearson's product-moment correlation,two.sided,0.9846422643993133
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Dialkylamines,-0.6925007320581537,-2.7150557685643877,0.026450312648723318,8,-0.9206905855884907,-0.11148278462288558,Pearson's product-moment correlation,two.sided,0.12068765278521745
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylamines,0.30528651182696226,0.9067693241530731,0.3910227127555139,8,-0.40151817316816457,0.7841804548940698,Pearson's product-moment correlation,two.sided,0.51658149320181
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Dialkylamines,0.6999968226998446,2.7723884460181174,0.024207265732156022,8,0.1258271118299118,0.9228774355120122,Pearson's product-moment correlation,two.sided,0.1165039044385892
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Dialkylamines,0.8856358787391777,5.39419175132813,6.505113226848557e-4,8,0.5787091890903382,0.9728062862351496,Pearson's product-moment correlation,two.sided,0.010981019491889132
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylamines,0.29578484870262106,0.8757936384556272,0.40666876248661177,8,-0.41024252532807076,0.7801253475295152,Pearson's product-moment correlation,two.sided,0.529277756469917
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Dialkylamines,-0.6829657946262582,-2.644558882745855,0.029503848443515102,8,-0.9178880800774167,-0.09358023154858267,Pearson's product-moment correlation,two.sided,0.12687776650043947
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylamines,0.07927833105747996,0.22494097924670725,0.8276645091842116,8,-0.5792622636112658,0.6752014627452081,Pearson's product-moment correlation,two.sided,0.885608855144128
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylamines,0.055621574987665706,0.15756549510455276,0.878703531011708,8,-0.5948363749767357,0.6620619325572995,Pearson's product-moment correlation,two.sided,0.9201978644205943
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Dialkylamines,0.713341632944399,2.878977493488905,0.020543759964848887,8,0.15197169496837554,0.9267352922428055,Pearson's product-moment correlation,two.sided,0.10609585625682233
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylamines,-0.35102210115746246,-1.0603110188963851,0.31996275745102165,8,-0.8031434594196235,0.3576492402467579,Pearson's product-moment correlation,two.sided,0.45578088553421603
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Dialkylamines,-0.3369170012807055,-1.012119402893586,0.34110997135500976,8,-0.7973912553393778,0.37152064391658507,Pearson's product-moment correlation,two.sided,0.4751174601016207
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Dialkylamines,0.8716934300901241,5.031146468352492,0.0010127184667227576,8,0.5365451834769475,0.9693181058458873,Pearson's product-moment correlation,two.sided,0.014684417767479984
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylamines,-0.684088420516787,-2.6527236873123123,0.029132438394890818,8,-0.918219263429434,-0.09566843380686255,Pearson's product-moment correlation,two.sided,0.12575873215504393
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Dialkylamines,0.013421912051036895,0.03796632003819528,0.9706448560317616,8,-0.621456183308807,0.637659486771955,Pearson's product-moment correlation,two.sided,0.9828105032873073
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylamines,-0.558182050355636,-1.9027865968670192,0.09356541477065465,8,-0.8789165556448428,0.11015930974515499,Pearson's product-moment correlation,two.sided,0.23206685110879474
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Dialkylamines,0.8670738873049809,4.922834052544252,0.001159862587551818,8,0.5229345843441753,0.9681536319502673,Pearson's product-moment correlation,two.sided,0.01580487453639887
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylamines,-0.5232130179550037,-1.7365249143477708,0.12067997410188423,8,-0.867168986537573,0.15869047594684835,Pearson's product-moment correlation,two.sided,0.2647360641996419
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Dialkylamines,0.739596743796442,3.1080821246664967,0.014487469651130005,8,0.2058098051318762,0.9341962745768266,Pearson's product-moment correlation,two.sided,0.08652772663256966
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Dialkylamines,-0.16696573870818537,-0.4789739258520569,0.6447751996207169,8,-0.7208155671160736,0.5170119728628083,Pearson's product-moment correlation,two.sided,0.7410983239542996
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylamines,-0.35554174795506993,-1.075924392076699,0.31333508080889494,8,-0.8049689570694329,0.3531373204758109,Pearson's product-moment correlation,two.sided,0.4506426035307976
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Dialkylamines,-0.7659877540798605,-3.3701845540790627,0.00978290634225004,8,-0.9415281671783603,-0.26339149241900867,Pearson's product-moment correlation,two.sided,0.06585992305407616
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Dialkylamines,0.5323612546523849,1.7787528497502874,0.11316557426558714,8,-0.14630473040462594,0.8702796847811805,Pearson's product-moment correlation,two.sided,0.26041306375915374
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Dialkylamines,-0.6894706692745887,-2.6923663082943095,0.027396027672660472,8,-0.9198025340142941,-0.10575244135663185,Pearson's product-moment correlation,two.sided,0.12295598134039283
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Dialkylamines,-0.6695432226779173,-2.549572973220483,0.03419738615017751,8,-0.9139028074306171,-0.06900812848508986,Pearson's product-moment correlation,two.sided,0.13523511795752016
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylamines,0.8134529196426661,3.9557610061045043,0.004201929113849712,8,0.37682620759176744,0.9543093233468366,Pearson's product-moment correlation,two.sided,0.03600289263457594
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Dialkylamines,0.9023808376125965,5.922684357141235,3.5262556155053856e-4,8,0.631614134499112,0.9769439930343836,Pearson's product-moment correlation,two.sided,0.007485652865109133
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylarylamines,-0.46520873643266203,-1.4864522193725718,0.17546900486007178,8,-0.846800645084617,0.232526296267276,Pearson's product-moment correlation,two.sided,0.31516236334978653
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Dialkylarylamines,-0.394311417230268,-1.2136117155794903,0.2595073425834945,8,-0.8202862122049304,0.3130306355696466,Pearson's product-moment correlation,two.sided,0.39609015446954426
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Dialkylarylamines,-0.25881188171436953,-0.7578522821379844,0.4702720179296187,8,-0.7639490433073164,0.44300403886424355,Pearson's product-moment correlation,two.sided,0.5941069152865964
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Dialkylarylamines,0.6645412623815455,2.5153597591369965,0.03606852634675676,8,0.06003390957997494,0.9124055378733156,Pearson's product-moment correlation,two.sided,0.1396114030842833
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylarylamines,-0.4743785541295329,-1.5241545247636274,0.16597577051961385,8,-0.8500968849009154,0.2213654465877309,Pearson's product-moment correlation,two.sided,0.3067297327739923
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Dialkylarylamines,-0.495074391909683,-1.6116486034965765,0.14570371399852913,8,-0.8574296905332265,0.195487761924264,Pearson's product-moment correlation,two.sided,0.2896149394241414
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Dialkylarylamines,-0.8262098591748429,-4.148083189065062,0.0032174348466131823,8,-0.9576587613203693,-0.4097227494549369,Pearson's product-moment correlation,two.sided,0.030838295012877198
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylarylamines,-0.4760367850324793,-1.5310399300784958,0.16429265062466605,8,-0.8506898362271598,0.21932751665504152,Pearson's product-moment correlation,two.sided,0.3061740859011751
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Dialkylarylamines,0.6717950652974077,2.5651793203126436,0.03337692694592454,8,0.07308022829690457,0.9145747027860678,Pearson's product-moment correlation,two.sided,0.13416999896014178
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylarylamines,-0.37825269467201433,-1.1557280213251127,0.28114003146187017,8,-0.8140149491659735,0.3299549703134379,Pearson's product-moment correlation,two.sided,0.41948466435801474
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylarylamines,-0.17943636822784442,-0.5158958973058326,0.6198787016556764,8,-0.726935099165263,0.507529530747353,Pearson's product-moment correlation,two.sided,0.7250080781515719
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Dialkylarylamines,-0.7463549954457863,-3.1718381274688965,0.013158173561305424,8,-0.9360896265529164,-0.22021154856248012,Pearson's product-moment correlation,two.sided,0.08176864998811229
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylarylamines,0.523775396941825,1.7390965572308874,0.12020931750963779,8,-0.15793521560423837,0.8673609910816877,Pearson's product-moment correlation,two.sided,0.2647360641996419
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Dialkylarylamines,0.5272987105385692,1.7552796456751305,0.11728667613850549,8,-0.15318527532429574,0.8685615795544552,Pearson's product-moment correlation,two.sided,0.26253639393563916
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Dialkylarylamines,-0.804217833522136,-3.8272571426950535,0.005037502423296621,8,-0.9518622877611845,-0.3536795351225529,Pearson's product-moment correlation,two.sided,0.0409885988543056
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylarylamines,0.6712558593987402,2.561430645959688,0.03357215712265263,8,0.07210333893642408,0.9144139387387532,Pearson's product-moment correlation,two.sided,0.13416999896014178
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Dialkylarylamines,-0.25859189038678054,-0.757161920118142,0.4706629496877015,8,-0.7638508549922127,0.44319351914126015,Pearson's product-moment correlation,two.sided,0.5941069152865964
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Dialkylarylamines,0.3364345164026121,1.0104848431006437,0.34184564902948766,8,-0.3719896055466591,0.7971930017612643,Pearson's product-moment correlation,two.sided,0.4755564932993242
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Dialkylarylamines,-0.7641107987087068,-3.3503052020882147,0.010075730671423996,8,-0.9410121496380986,-0.2591744096732942,Pearson's product-moment correlation,two.sided,0.06742988987799137
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Dialkylarylamines,0.3253829846427762,0.973286033039905,0.3589168416554727,8,-0.3826332739941929,0.7926245444260607,Pearson's product-moment correlation,two.sided,0.49145406528905566
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Dialkylarylamines,-0.5356665059533698,-1.7942213624473453,0.11052462325813711,8,-0.8713969878910403,0.14177682433582933,Pearson's product-moment correlation,two.sided,0.25773886372155275
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Dialkylarylamines,-0.017667040278538153,-0.04997773617977489,0.9613654096910953,8,-0.6401722988239394,0.6188430431358152,Pearson's product-moment correlation,two.sided,0.9779633443627794
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylarylamines,0.5219778272431678,1.7308875943109046,0.12171773066650204,8,-0.16034650838007838,0.8667469148400178,Pearson's product-moment correlation,two.sided,0.2647360641996419
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Dialkylarylamines,0.9716724337577513,11.629013142714994,2.7225443611969628e-6,8,0.8810865027472262,0.9934906022946616,Pearson's product-moment correlation,two.sided,3.4213307472375165e-4
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Dialkylarylamines,-0.6787604267171522,-2.6142831625526193,0.0309238503014233,8,-0.9166445481600194,-0.08580363067386232,Pearson's product-moment correlation,two.sided,0.12953657292929538
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Dialkylarylamines,0.6676691713057735,2.536682143518159,0.03489053387031264,8,0.06563439286876067,0.9133426131603661,Pearson's product-moment correlation,two.sided,0.13701803405320695
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Dialkylarylamines,0.6750483237768301,2.5879554479558897,0.032215345443955934,8,0.07899869472638754,0.9155430353461338,Pearson's product-moment correlation,two.sided,0.1310631499896193
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Dialkylarylamines,-0.7746050883009326,-3.464195745385915,0.008515084760226374,8,-0.9438867454634837,-0.28300236039590304,Pearson's product-moment correlation,two.sided,0.06095291685959512
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Dialkylarylamines,-0.9195302016129403,-6.617547390402713,1.6631943969057906e-4,8,-0.9811243543817264,-0.6885430740781011,Pearson's product-moment correlation,two.sided,0.004996924988515705
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Diazines,-0.5313390284512354,-1.773991934278685,0.11399027939129396,8,-0.8699334271840233,0.14769935741099968,Pearson's product-moment correlation,two.sided,0.26041306375915374
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Diazines,0.46622454637838523,1.4905981795429326,0.17440185469442704,8,-0.2312989097119586,0.84716724370477,Pearson's product-moment correlation,two.sided,0.31509344674025075
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Diazines,0.5910397313823412,2.072433475361616,0.07195645786622705,8,-0.061456710198403965,0.8896112842620927,Pearson's product-moment correlation,two.sided,0.20936738368666596
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Diazines,0.18725004398445194,0.5391596061302663,0.6044528750483935,8,-0.5015021300851007,0.7307255862477985,Pearson's product-moment correlation,two.sided,0.7128636096764682
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Diazines,-0.6368177334658729,-2.3361335369474094,0.04770274587848032,8,-0.9039848181589774,-0.012004873441493069,Pearson's product-moment correlation,two.sided,0.1660055556571115
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Diazines,-0.5654319605724214,-1.9390069108641066,0.08848187618830422,8,-0.8813043609057996,0.09968232875789389,Pearson's product-moment correlation,two.sided,0.2270334345071355
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Diazines,-0.6031267263714697,-2.1386696841761452,0.06491074304958926,8,-0.8934647479859643,0.04272363865317044,Pearson's product-moment correlation,two.sided,0.19999426950324975
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Diazines,-0.6345471364725255,-2.322172474708208,0.04875380472141377,8,-0.9032858427439541,-0.008194940858620357,Pearson's product-moment correlation,two.sided,0.16811144249975296
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Diazines,0.19938193806730178,0.5754920952954572,0.5807806340131086,8,-0.49200929648403774,0.7365452157379124,Pearson's product-moment correlation,two.sided,0.6958293401152817
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Diazines,0.4596759081911141,1.464000921743124,0.18134940758634951,8,-0.23917273044882909,0.8447975014897221,Pearson's product-moment correlation,two.sided,0.32097993737114444
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Diazines,-0.18434721432424822,-0.5305048876825036,0.6101676235327143,8,-0.7293212977665281,0.5037491801270099,Pearson's product-moment correlation,two.sided,0.7158709359081948
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Diazines,-0.9355367422694947,-7.491158869430327,6.986009731075062e-5,8,-0.9849748796614883,-0.7443774419315898,Pearson's product-moment correlation,two.sided,0.002548766776079321
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Diazines,0.35583411103433094,1.076937331641843,0.3129088561470794,8,-0.3528443176400892,0.8050867510245305,Pearson's product-moment correlation,two.sided,0.4506426035307976
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Diazines,0.362630739803811,1.100588476934529,0.30308635644176635,8,-0.3459934183292435,0.8078151823934925,Pearson's product-moment correlation,two.sided,0.44003936987886744
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Diazines,-0.7984452489499564,-3.7509822079883715,0.0056163291027712375,8,-0.9503230987140856,-0.339486146722421,Pearson's product-moment correlation,two.sided,0.04369325760574777
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Diazines,0.19823588773513043,0.5720484400563869,0.5830019474643413,8,-0.49291313298718464,0.7359988398751325,Pearson's product-moment correlation,two.sided,0.6977515371239894
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Diazines,0.5881140354676465,2.0567296028774513,0.07373358670776466,8,-0.06592304554389425,0.8886721068669052,Pearson's product-moment correlation,two.sided,0.21187695657188968
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Diazines,0.5836024702394355,2.0327546232906792,0.07652947042832782,8,-0.07275936556107172,0.8872188902931686,Pearson's product-moment correlation,two.sided,0.21367203580608093
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Diazines,-0.7418099036611,-3.1287254371238253,0.014042294901307205,8,-0.9348175098551693,-0.2105006944243933,Pearson's product-moment correlation,two.sided,0.08538621254504543
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Diazines,0.6634930280384631,2.5082673866524687,0.03646923769659228,8,0.05816553439937258,0.9120909199353824,Pearson's product-moment correlation,two.sided,0.1401154865557429
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Diazines,-0.6219486862327416,-2.246495832835483,0.05486650089128218,8,-0.8993814733929216,0.012619254139501879,Pearson's product-moment correlation,two.sided,0.18038957124430274
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Diazines,0.6595641209277742,2.4819174664220665,0.03799791421245763,8,0.051200172914358584,0.9109090833837008,Pearson's product-moment correlation,two.sided,0.1436166527902068
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Diazines,0.35308224852409564,1.0674173182567415,0.31693272985726834,8,-0.3555967102454656,0.8039766127521515,Pearson's product-moment correlation,two.sided,0.45316171614231415
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Diazines,0.4896158711261009,1.5882349724929312,0.15089575018621995,8,-0.20240765512751205,0.8555098478801221,Pearson's product-moment correlation,two.sided,0.2922313244188609
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Diazines,0.10816544765953304,0.3077436468479541,0.7661370078809078,8,-0.5595696802738981,0.6907491020053349,Pearson's product-moment correlation,two.sided,0.8404470959391916
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Diazines,0.1918431903283024,0.5528839764273127,0.5954499250179371,8,-0.49792753739053264,0.7329382345132659,Pearson's product-moment correlation,two.sided,0.7077030428140252
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Diazines,0.21022061985860038,0.6081842040130967,0.5599315574407173,8,-0.4833869910798689,0.7416780886597125,Pearson's product-moment correlation,two.sided,0.6780327531750014
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Diazines,-0.4063113991173722,-1.2577197957297108,0.24396288801140173,8,-0.8249065287305121,0.3000835880345424,Pearson's product-moment correlation,two.sided,0.382693517809841
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Diazines,-0.7612654456013057,-3.320557933915945,0.010531325389491097,8,-0.9402283253698324,-0.25281806734065215,Pearson's product-moment correlation,two.sided,0.06965455564628321
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Fatty.amides,0.6612806521589185,2.4933847786137826,0.03732482310164785,8,0.05423606159027109,0.9114259330958709,Pearson's product-moment correlation,two.sided,0.14213594251839634
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Fatty.amides,0.1471403957435816,0.42075555100222556,0.6850089004197477,8,-0.5317489707465555,0.7109059106913916,Pearson's product-moment correlation,two.sided,0.7731986690366613
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Fatty.amides,-0.03129629890329316,-0.08856268307625687,0.9316063611094191,8,-0.6481508052428749,0.610357071025454,Pearson's product-moment correlation,two.sided,0.9580300001723845
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Fatty.amides,-0.5086819650525822,-1.6711334462865979,0.1332399596377043,8,-0.8621721595600361,0.17793246358877093,Pearson's product-moment correlation,two.sided,0.2777795305539552
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Fatty.amides,0.44748519060837977,1.4152873809095747,0.19471148012915768,8,-0.253589579475993,0.8403454633892578,Pearson's product-moment correlation,two.sided,0.3351882557474541
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Fatty.amides,0.6924570586740277,2.7147267923049423,0.026463782396758558,8,0.1113999157738146,0.9206778025422114,Pearson's product-moment correlation,two.sided,0.12068765278521745
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Fatty.amides,0.8990022770109611,5.806136626283318,4.0233965488809014e-4,8,0.6207327161315327,0.9761136316206686,Pearson's product-moment correlation,two.sided,0.0077126466047191524
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Fatty.amides,0.45348624697879164,1.439140194479317,0.18806405918668687,8,-0.24653138867121144,0.8425436872307608,Pearson's product-moment correlation,two.sided,0.32824143663602295
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Fatty.amides,-0.5171718862322102,-1.7090951180500857,0.12580818572423078,8,-0.8650999853753871,0.16675353879298263,Pearson's product-moment correlation,two.sided,0.26948685237519887
