variable,p_value,FDR
Sugar acids and derivatives,0.06647651749350753,0.17918289740635784
Sulfenyl compounds,0.7297546361947809,0.9615377464501952
Sulfinyl compounds,0.017867630604933068,0.06728873653347134
Sulfones,0.5598422337556666,0.8189427716921734
Sulfonyls,0.08402821525455959,0.2114643710908585
Sulfoxides,0.04702818695187308,0.14269695583682632
Sulfuric acid monoesters,0.11805768636476029,0.2702096183607229
Terpene lactones,0.8243190114942575,0.9999999991815441
Tertiary alcohols,0.2607880194876929,0.4600612569699832
Tertiary alkylarylamines,3.8555067091101025e-5,7.311693080490945e-4
Tertiary amines,0.006763967743018177,0.033256174736506036
Tertiary carboxylic acid amides,2.2282629044226885e-5,4.73283040899379e-4
Tetraalkylammonium salts,0.9868433901835172,0.9999999991815441
Tetracarboxylic acids and derivatives,0.7185018619827158,0.9550129876915489
Tetrahydrofuran lignans,0.04585190132161256,0.13992735403319698
Tetrahydrofurans,0.07997454897356036,0.20416579569692575
Tetralins,0.32581622201019395,0.5492330599600412
Tetrapyrroles and derivatives,0.06990183090328295,0.18195035396883943
Tetrazoles,0.2854863671892237,0.4954028136518882
Thia fatty acids,0.6734223111175598,0.9287980446842188
Thiadiazoles,0.8722834015575385,0.9999999991815441
Thiazoles,0.08073073263489888,0.20511013889536509
Thiocarboxylic acids and derivatives,0.02974420783840653,0.09810046187698054
Thioethers,0.6467686369162386,0.9061586971042817
Thiols,0.2687371128981568,0.47095513844528475
Thiophenes,0.023273818425189087,0.08294226566292219
Thiophosphate triesters,0.9863414438137718,0.9999999991815441
Thiophosphoric acid esters,0.9779591926720276,0.9999999991815441
Triacylglycerols,0.9999998280036807,0.9999999991815441
Trialkylamines,0.10620731967890447,0.24954020685618705
Triazines,0.16266917660725755,0.33479586348237894
Triazoles,0.009986961071258281,0.04311444169787112
Tricarboxylic acids and derivatives,0.179646112022933,0.35978453693255275
Triradylcglycerols,0.9999999991815441,0.9999999991815441
Triterpenoids,0.9990942800482969,0.9999999991815441
Tryptamines and derivatives,0.20885666687504212,0.39893125939081786
Tyrosine and derivatives,0.1252948048981594,0.27935547341215855
Unsaturated aliphatic hydrocarbons,0.710450615862833,0.9550129876915489
Unsaturated fatty acids,0.9697042658796289,0.9999999991815441
Unsaturated hydrocarbons,0.5956192326713755,0.8524900607776291
Ureas,0.0035900666498054215,0.021419386416254817
Valine and derivatives,1.2237722071815294e-4,0.0016410932401526137
Vinyl chlorides,0.2480364081636785,0.4479841249486846
Vinyl halides,0.22087087215659457,0.4129663137857455
Vinylogous acids,0.2135120305744007,0.4049103151250242
Vinylogous amides,1.841326224538959e-4,0.002092261070871373
Vinylogous esters,0.0035888484714545754,0.021419386416254817
Vinylogous thioesters,0.008934676615412722,0.03953594402320129
Xylenes,0.642768057592281,0.9029360809034422
